timestamp_utc,frame_type,src_mac,dst_mac,bssid,ssid,rssi_dbm,channel,freq_mhz,gps_lat,gps_lon,gps_alt_m,gps_fix,gps_num_sats,gps_hdop,gps_age_ms,src_vendor,frame_len,ie_ids,ie_fingerprint,ie_vendor_ouis,seq_ctl,_match_delta_ms,dst_vendor_pcap,bssid_vendor_pcap,seq_num
1970-01-01 00:00:00+00:00,unknown,nan,nan,nan,,,6,2437,31.289548166666663,34.81278066666667,354.6,1,9,1.37,598,,,,,,,,,,
1970-01-01 00:01:36+00:00,unknown,nan,nan,nan,,,6,2437,31.289548166666663,34.81278066666667,354.6,1,9,1.37,597,,,,,,,,,,
1970-01-01 00:01:39+00:00,unknown,nan,nan,nan,,,6,2437,31.289548166666663,34.81278066666667,354.6,1,9,1.37,598,,,,,,,,,,
2025-12-15 10:03:16+00:00,beacon,3a:46:32:52:a7:4e,ff:ff:ff:ff:ff:ff,3a:46:32:52:a7:4e,ה-iPhone של Ron,-42.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,306,,256.0,"1,50,48,45,127,255,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:2d001bffff000000000000000000000000000000000000000000;127:0400000000000040;255:230108001a0080202002000d009f08000000f5fff5ff391cc7711c07;255:24,,61456.0,153.834105,Broadcast,,3841
2025-12-15 10:03:16+00:00,beacon,3a:46:32:52:a7:4e,ff:ff:ff:ff:ff:ff,3a:46:32:52:a7:4e,ה-iPhone של Ron,-41.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,308,,256.0,"1,50,48,45,127,255,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:2d001bffff000000000000000000000000000000000000000000;127:0400000000000040;255:230108001a0080202002000d009f08000000f5fff5ff391cc7711c07;255:24,,61456.0,153.834105,Broadcast,,3841
2025-12-15 10:03:16+00:00,beacon,3a:46:32:52:a7:4e,ff:ff:ff:ff:ff:ff,3a:46:32:52:a7:4e,ה-iPhone של Ron,-40.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,308,,256.0,"1,50,48,45,127,255,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:2d001bffff000000000000000000000000000000000000000000;127:0400000000000040;255:230108001a0080202002000d009f08000000f5fff5ff391cc7711c07;255:24,,61456.0,153.834105,Broadcast,,3841
2025-12-15 10:03:16+00:00,beacon,3a:46:32:52:a7:4e,ff:ff:ff:ff:ff:ff,3a:46:32:52:a7:4e,ה-iPhone של Ron,-42.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,307,,256.0,"1,50,48,45,127,255,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:2d001bffff000000000000000000000000000000000000000000;127:0400000000000040;255:230108001a0080202002000d009f08000000f5fff5ff391cc7711c07;255:24,,61456.0,153.834105,Broadcast,,3841
2025-12-15 10:03:17+00:00,probe-req,00:95:69:85:02:25,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,-84.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,312,LSDScien,82.0,"1,50",1:82848b968c129824;50:b048606c,,64672.0,824.56398,Broadcast,Broadcast,4042
2025-12-15 10:03:17+00:00,probe-req,00:95:69:85:02:25,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,-86.0,11,2462,31.28952083333333,34.812831333333335,353.6,1,7,2.06,403,LSDScien,82.0,"1,50",1:82848b968c129824;50:b048606c,,64672.0,824.56398,Broadcast,Broadcast,4042
2025-12-15 10:03:17+00:00,beacon,18:7c:0b:1b:55:c8,ff:ff:ff:ff:ff:ff,18:7c:0b:1b:55:c8,YafeNof,-92.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,313,RuckusWi,240.0,"1,50,221,48,45,127,221",1:82848b96;50:0c1218243048606c;221:0050f2020101840003a4000027a4000042435e0062322f00;48:0100000fac040100000fac040100000fac020000;45:ad0103ffff000000000000000000000000000000040646e70d00;127:0000080000000000;221:0013920100010500,"0050f2,001392",12400.0,562.855959,Broadcast,RuckusWi,775
2025-12-15 10:03:17+00:00,beacon,00:f8:cc:b6:10:90,ff:ff:ff:ff:ff:ff,00:f8:cc:b6:10:90,Klod,-90.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,312,,256.0,"1,50,48,45,127,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040200000fac02000fac088c00;45:ad0917ffffff0000000000000000000000000000000000000000;127:84000882010040c0014020;255:23050018120010202042c00202950000cc00eaff,,1648.0,842.261076,Broadcast,,103
2025-12-15 10:03:17+00:00,beacon,00:f8:cc:b6:10:90,ff:ff:ff:ff:ff:ff,00:f8:cc:b6:10:90,Klod,-93.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,311,,256.0,"1,50,48,45,127,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040200000fac02000fac088c00;45:ad0917ffffff0000000000000000000000000000000000000000;127:84000882010040c0014020;255:23050018120010202042c00202950000cc00eaff,,1648.0,842.261076,Broadcast,,103
2025-12-15 10:03:17+00:00,beacon,18:7c:0b:db:55:c3,ff:ff:ff:ff:ff:ff,18:7c:0b:db:55:c3,Recover.Me-1B55C0,-95.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,311,RuckusWi,250.0,"1,50,221,48,45,127,221",1:82848b96;50:0c1218243048606c;221:0050f2020101840003a4000027a4000042435e0062322f00;48:0100000fac040100000fac040100000fac020000;45:ad0103ffff000000000000000000000000000000040646e70d00;127:0000080000000000;221:0013920100010500,"0050f2,001392",25184.0,561.029911,Broadcast,RuckusWi,1574
2025-12-15 10:03:17+00:00,beacon,18:7c:0b:db:55:c3,ff:ff:ff:ff:ff:ff,18:7c:0b:db:55:c3,Recover.Me-1B55C0,-90.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,309,RuckusWi,250.0,"1,50,221,48,45,127,221",1:82848b96;50:0c1218243048606c;221:0050f2020101840003a4000027a4000042435e0062322f00;48:0100000fac040100000fac040100000fac020000;45:ad0103ffff000000000000000000000000000000040646e70d00;127:0000080000000000;221:0013920100010500,"0050f2,001392",25184.0,561.029911,Broadcast,RuckusWi,1574
2025-12-15 10:03:17+00:00,beacon,18:7c:0b:db:55:c3,ff:ff:ff:ff:ff:ff,18:7c:0b:db:55:c3,Recover.Me-1B55C0,-91.0,11,2462,31.2894735,34.812837,353.0,1,6,1.68,309,RuckusWi,250.0,"1,50,221,48,45,127,221",1:82848b96;50:0c1218243048606c;221:0050f2020101840003a4000027a4000042435e0062322f00;48:0100000fac040100000fac040100000fac020000;45:ad0103ffff000000000000000000000000000000040646e70d00;127:0000080000000000;221:0013920100010500,"0050f2,001392",25184.0,561.029911,Broadcast,RuckusWi,1574
