timestamp_utc,frame_type,src_mac,dst_mac,bssid,ssid,rssi_dbm,channel,freq_mhz,gps_lat,gps_lon,gps_alt_m,gps_fix,gps_num_sats,gps_hdop,gps_age_ms,src_vendor,frame_len,ie_ids,ie_fingerprint,ie_vendor_ouis,seq_ctl,_match_delta_ms,dst_vendor_pcap,bssid_vendor_pcap,seq_num
2025-12-15 12:12:45.709000+00:00,beacon,16:d1:ae:88:bc:1d,ff:ff:ff:ff:ff:ff,16:d1:ae:88:bc:1d,ה-iPhone של Ron,-41.0,11,2462,,,,0,0,99.99,469,,256.0,"1,50,48,45,127,255,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:2d001bffff000000000000000000000000000000000000000000;127:0400000000000040;255:230108001a0080202002000d009f08000000f5fff5ff391cc7711c07;255:24,,39344.0,0.9928859999999999,Broadcast,,2459
2025-12-15 12:12:45.728000+00:00,beacon,f0:1d:2d:b9:f4:20,ff:ff:ff:ff:ff:ff,f0:1d:2d:b9:f4:20,BGU-WIFI,-52.0,11,2462,,,,0,0,99.99,470,Cisco,256.0,"1,48,45,127,255",1:2430c8606c;48:0100000fac040100000fac040200000fac01000fac032800;45:ad0917ffffffff00000000000000000000000000000000000000;127:0410080400000040;255:23090008120010002002c00f438318000c00aaffaaff3b1cc7711cc7711cc7,,4608.0,0.607893,Broadcast,Cisco,288
2025-12-15 12:12:45.729000+00:00,beacon,f0:1d:2d:b9:f4:2a,ff:ff:ff:ff:ff:ff,f0:1d:2d:b9:f4:2a,iotred,-53.0,11,2462,,,,0,0,99.99,470,Cisco,256.0,"1,48,45,127,255",1:2430c8606c;48:0100000fac040100000fac040200000fac02000fac08e8000000000fac06;45:ad0917ffffffff00000000000000000000000000000000000000;127:0410080400000040;255:23090008120010002002c00f438318000c00aaffaaff3b1cc7711c,,4672.0,0.5250889999999999,Broadcast,Cisco,292
2025-12-15 12:12:45.812000+00:00,beacon,16:d1:ae:88:bc:1d,ff:ff:ff:ff:ff:ff,16:d1:ae:88:bc:1d,ה-iPhone של Ron,-42.0,11,2462,,,,0,0,99.99,470,,256.0,"1,50,48,45,127,255,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:2d001bffff000000000000000000000000000000000000000000;127:0400000000000040;255:230108001a0080202002000d009f08000000f5fff5ff391cc7711c07;255:24,,39360.0,0.5479219999999999,Broadcast,,2460
2025-12-15 12:12:45.831000+00:00,beacon,f0:1d:2d:b9:f4:20,ff:ff:ff:ff:ff:ff,f0:1d:2d:b9:f4:20,BGU-WIFI,-54.0,11,2462,,,,0,0,99.99,471,Cisco,256.0,"1,48,45,127,255",1:2430c8606c;48:0100000fac040100000fac040200000fac01000fac032800;45:ad0917ffffffff00000000000000000000000000000000000000;127:0410080400000040;255:23090008120010002002c00f438318000c00aaffaaff3b1cc7711cc7711cc7,,4688.0,0.005096,Broadcast,Cisco,293
2025-12-15 12:12:45.831000+00:00,beacon,f0:1d:2d:b9:f4:22,ff:ff:ff:ff:ff:ff,f0:1d:2d:b9:f4:22,SOP,-54.0,11,2462,,,,0,0,99.99,471,Cisco,256.0,"1,48,45,127,255,255",1:2430c8606c;48:0100000fac040100000fac040100000fac022800;45:ad0917ffffffff00000000000000000000000000000000000000;127:0410080400000040;255:23090008120010002002c00f438318000c00aaffaaff3b1cc7711cc7711cc771;255:2404000081fc,,4720.0,0.394911,Broadcast,Cisco,295
2025-12-15 12:12:45.831000+00:00,beacon,f0:1d:2d:b9:f4:23,ff:ff:ff:ff:ff:ff,f0:1d:2d:b9:f4:23,just4visitors,-53.0,11,2462,,,,0,0,99.99,471,Cisco,256.0,"1,45,127,221,221,221,221",1:2430c8606c;45:ad0917ffffffff00000000000000000000000000000000000000;127:0410080400000040;221:0040960bc9;221:0040962c01;221:0040960305;221:0040961400,"004096,004096,004096,004096",4736.0,0.410885,Broadcast,Cisco,296
2025-12-15 12:12:47.290000+00:00,beacon,86:2a:fd:9a:d8:4d,ff:ff:ff:ff:ff:ff,86:2a:fd:9a:d8:4d,DIRECT-4D-HP OfficeJet Pro 9010,-70.0,11,2462,,,,0,0,99.99,471,,256.0,"1,45,48,127,221",1:8c129824b048606c;45:2c0103ff00000001000000000000000000000000000000000000;48:0100000fac040100000fac040100000fac020c00;127:0500800021000000;221:0050f2020101800003a4000027a400004243,0050f2,28064.0,0.265083,Broadcast,,1754
2025-12-15 12:12:47.392000+00:00,beacon,86:2a:fd:9a:d8:4d,ff:ff:ff:ff:ff:ff,86:2a:fd:9a:d8:4d,DIRECT-4D-HP OfficeJet Pro 9010,-70.0,11,2462,,,,0,0,99.99,472,,256.0,"1,45,48,127,221",1:8c129824b048606c;45:2c0103ff00000001000000000000000000000000000000000000;48:0100000fac040100000fac040100000fac020c00;127:0500800021000000;221:0050f2020101800003a4000027a400004243,0050f2,28080.0,0.7240369999999999,Broadcast,,1755
2025-12-15 12:12:47.410000+00:00,heartbeat,nan,nan,nan,,,6,2437,,,,0,0,99.99,366,,,,,,,,,,
